[149569891127660544],"[t-minus 10 minutes until interview timeeeee. #nervous]",[fear] 
[135870188838060032],"[#OTD lol “@KissWithEmotion: i just recieved 18 texts in less than 1 minute . #annoying”]",[anger] 
[140875491644149760],"[looking forward to a day off Wednesday, #bliss]",[joy] 
[147680333016477697],"[Yes Im 20, and still get child support, so I expect the right amount in my bank account when I wake up on Friday.. #daddyprobs #annoyed]",[anger] 
[143371107418914817],"[A Birthday is anotha day just Happy to be here#Thankful#Blessed]",[thankfulness] 
[138729674154053632],"[@ms_tor  oooh it must be that! The CD i ordered would fit in my postbox! Ive seen whats in there this month! #excited]",[joy] 
[139604728278564864],"[This shit on my mind needs to dissapear I need to sleep and i wanna punch him in the balls. #frustrated.]",[anger] 
[143875523016278017],"[I hate people especially in big crowds thats why I will never go to newyork! #annoyed]",[anger] 
[135487132142796800],"[My father is the most indecisive person I have ever met #annoying]",[anger] 
[149767949568327680],"[very grown up conversation tonight. #PROUD!]",[joy] 
[135092414003163136],"[I regret not doing shit in English class; Im stuck on this stupid resume!  #frustrated]",[anger] 
[149569944965742592],"[yes it is worth it #goodnightworld #exciting :)]",[joy] 
[145110449006972928],"[Good Morning World.! #Blessed #Thankful]",[thankfulness] 
[138710027782455297],"[I feel like random people know more about what Im doing in my life then I do. #whyisthat #worried #confused]",[fear] 
[147896869069127680],"[Tonight was the best night Ive had in a long time. #happy]",[joy] 
[137371837305847808],"[Listen to  @AmoebaRequests  show on  @MutinyRadioSF  every Friday from 12-2! Support local radio! Read all about it: http://bit.ly/s0Mbm9]",[love] 
[140943385908359168],"[#somf so nasty for some of dhese pics i be seeing on mah TL #disgusted]",[anger] 
[135032653052252161],"[When your only friend leaves school and doesnt tell you <<< #sad #ihavenofriends]",[sadness] 
[136583541235531778],"[Wondering mosquitoes still out...ugh #annoying]",[anger] 
[140652140929626112],"[Shit shoud of talked to the spacial  girl tonight... :( #sad #drunk]",[sadness] 
[136961690867728385],"[Day one- not talking to you sucks. #Hurt]",[sadness] 
[141228673561923585],"[@justinbieber  Follow me please? #Iloveusomuch  #2Days All I Want For Christmas Is You #Excited :) 91]",[joy] 
[139093166308605953],"[If you follow me , I respect you !! It takes alot to actually follow someone . #PRIDE]",[joy] 
[140935050156978176],"[Cant wait for christmas #excited]",[joy] 
[140800663335604224],"[@AleBedoya17  are you sure your rangers quality? #frustration]",[anger] 
[140134728438251520],"[Seriously, they need to stop making these dumb ass chipmunk movies. #annoying #dumbaf]",[anger] 
[147546292829167616],"[Hates when people complain soo much. #annoying.]",[anger] 
[147005086789406720],"[Hate going shoppin wi my mum and aunty they actually take so long #yawn #Annoying]",[anger] 
[137310974683258880],"[Totally had a dream that I had a real job then I woke up! -___-   #disappointed]",[sadness] 
[148835886379970560],"[off to my drive test. gettin the license thursday. #excited]",[joy] 
[140661301620916225],"[I wish I was with him right now. #lonely]",[sadness] 
[139077553615945728],"[history teacher falling on her ass today, while flattening the chair #embarrassing #funnyassteachermoments]",[sadness] 
[140975274740297728],"[@CherylBle  Id say the 11 point super-low... #sad  @homeloanninja  @TimBledsoe]",[sadness] 
[146479054751666177],"[finishing up my christmas shopping tomorrow!! #excited]",[joy] 
[143066512931045376],"[to all of you not studying for #lawschoolfinals, I just want to shout a big F U.  @rsever1  knows what im talking about #depressed]",[sadness] 
[134722839122157569],"[No school tomorrow im #HAPPY]",[joy] 
[147074847275630593],"[Im fine until I see you & hear your laugh & see you smile.. Then I fall to pieces.. :/ #sadtweet #depressed]",[sadness] 
[148177717156786176],"[@angusbubble  yes! Especially the times when youre tucked up in bed on a cold winter morning! #bliss]",[joy] 
[148425009935814656],"[I hate when people break up with people then act like they happy on a social network stfu you know you not! #annoying]",[anger] 
[144558641398288384],"[@rioferdy5  group stage not a formality. Should I really pay to see you play in the Europa......I cant even say it #embarrassing]",[sadness] 
[139236558074150913],"[You always have to make things worse. And you never believe a word I say. #annoyed]",[anger] 
[147143085023961089],"[I cant wait! Friday is the day i go to the hair dresser!!! #Excited]",[joy] 
[145874147657007105],"[My sister left me home alone all night. #worried]",[fear] 
[146823500571742208],"[@RedSwagND haha really? see theres an upside and downside. they can be gross, but they look sooooo good. #frustrating]",[anger] 
[145641294969061377],"[#fightnight starts now! #teamkhan #excited!]",[joy] 
[137182766025551873],"[#thatawkwardmoment when i sprint to my car to get out of campus secruity giving me a parking ticket #embarrassing]",[sadness] 
[146598968757985280],"[The neighbors that live behind me wake me up from drama yelling #annoying #sleepdeprived]",[anger] 
[149216691740610560],"[Got an 80 in ap European history!!! Whaddup!!! #excited #lucky]",[joy] 
[142256659731980289],"[Sometimes I just Sit Back and Think How My Life Would Be if it wasnt Fa My Mama!! #Thankful]",[thankfulness] 
[135425590143623168],"[Sometimes I wanna just go n move with my dad...but I cant leave behind my school n friends especially my babesz....#love]",[love] 
[139671257745588225],"[Happy Thanksgiving yall. Hope you get to share it with special people. Im so blessed for the people that are in my life! #thankful]",[thankfulness] 
[147464763675389952],"[Coloring and listening to Disney music ..#happy]",[joy] 
[140795127324098560],"[when you had no friends me & @xxpauline21xx were with you so dont start it #annoying]",[anger] 
[141013532153090048],"[Every 18 hours someone dies in new york city. #depressing]",[sadness] 
[141281472479887360],"[@himali_ranade  @MaddyMason3  why was i not invited to this smashing of himalis tables #hurt]",[sadness] 
[143808652749443072],"[When all I do seems to be all for you,and the souls I yet to me of u. #Love]",[love] 
[148944534666084352],"[People, why are there no Christmas lights out this year?! A whore buncha Scrooges, I tell ya. #disappointed. #merrychristmas]",[sadness] 
[145564574928740352],"[#Christmas festivities begin now! Youth Christmas party/going to give less fortunate kids gifts! #excited]",[joy] 
[135661009598820352],"[The mrs has got christmas songs on #sad #tooearly]",[sadness] 
[148079174555418624],"[Hoping for an amazing day today :) #excited]",[joy] 
[149361795931439104],"[guh why does netflix always stop working when I wanna watch Glee #firstworldpains #frustrated]",[anger] 
[146214566051856384],"[Really pandora? Playing summer songs? #notcool #depressed #summerhurry]",[sadness] 
[139781061927383040],"[About to grub on some good food :) #thankful]",[thankfulness] 
[142712351852990464],"[Now I am about to watch Rise of the Plants of the Apes. ... some say it amaaazing. #excited]",[joy] 
[138654332156526592],"[I love monday morning cause I tell people bout my weekend and realized all the stupid shit I did #embarrassing]",[sadness] 
[134833274949337089],"[my cousin and i will have a blast driving to nashville for tsus hc 2moro. she behaves ridiculously. absurdity will be king! #excited]",[joy] 
[139814096332791808],"[House smells soo gOod, family is here and football is on :) #livinggood #thankful]",[thankfulness] 
[140928945452363777],"[Oh and what a nice way to end my sunday evening,  @AlanCarr  @chattyman  never fail to make me laugh. #bliss]",[joy] 
[140300595138535424],"[WHY IS IT SO EXPENSIVE TO GO TO SYDNEY?!? #Annoyed]",[anger] 
[135481713991233536],"[@nalleyykill  thats the only way i can get you to my house in less than 30 minutes.. haha #sad]",[sadness] 
[143481008308748289],"[Living The Good Life! #Happy]",[joy] 
[139555531110096897],"[@maknewton  @JordanLeeWalker  @TaylorAlyssaG YOUR GIRLY-NESS IS TURNING ONTO ME! OH TO THE EMMM GEE! #MIRACLE]",[surprise] 
[146670225897701376],"[Just found out that  @J_Ennis  will be at my work this week. #excited]",[joy] 
[145395106399260672],"[@asimone10  Thanks for my twitter lessons!]",[love] 
[141319388035948544],"[The musings within the playground of the mind are always the prerequisite to action. #truth #teamcocoa #love]",[love] 
[146535074219823104],"[Singing to Band Aid at my desk and I know all the words #worrying]",[fear] 
[136656839034142720],"[Chilling with the fam #happy]",[joy] 
[140995943167307777],"[Seriously, why isnt Mr. Big real? #love]",[love] 
[145585561594372096],"[So.... warming up for the #xfactor party by watching stricly and my housemate make me dinner #bliss]",[joy] 
[148144670105538560],"[Damn she raped him,how could she! How could she rape him? When Im here!! She should have raped me instead na #sad]",[sadness] 
[137259606656286720],"[Michigan get ready. Ill be spinning SAEs tailgate Saturday morning. #rage]",[anger] 
[140113908668182529],"[Find the beauty thats already there. #americathebeautiful #KeepRising #love]",[love] 
[149665200096808960],"[Mau ke Dubai skrg jg, gimme Dubai trip ticket to me @thisizerlg!! I would love to accept it :p #EfekNontonMI4]",[sadness] 
[148284364789268480],"[I just need to go to sleep im so fuckin #IRRITATED]",[anger] 
[139307440788357120],"[@MoykeGoodwin  @StephLucia  an awesome mess? And when the hell are you visiting us again? #neglected]",[sadness] 
[143603622293409792],"[I might have to confront two things tomorrow.  #nervous]",[fear] 
[144583714322644992],"[Absolutely hate when I cant find my sock after laundry... Seriously?? Its all my stuff? #annoying]",[anger] 
[134994317486985216],"[Remember this time last year,when I still had you... #depressing]",[sadness] 
[136561303463538688],"[Its amazing how quiet it gets after  @BethLowry4  leaves.. #lonely #naptime]",[sadness] 
[141848810254106624],"[mom, your already in the car just drive me to school instead of the next bus stop #annoying]",[anger] 
[148464839935803392],"[@DonnieWahlberg  hope you are well sweetie, miss you and your tweets, anyway you need to sleep and rest, hope you have a great Sunday! #LOVE]",[love] 
[138481234975264768],"[When you get a text sayin someone you care a ton about just got kicked out the house & your parents wont let you go rescue them #frustrated]",[anger] 
[146993922298740736],"[Lunch was terrible today...sweet nd sour chicken over brown rice.#disgusting]",[anger] 
[141299683778772993],"[My mom just found out I have a twitter..? #NowShesGonnaStalkMyLife #Annoyed]",[anger] 
[138959277837651968],"[grrr...up too early because  @TweetingNaoto  insists on setting his alarm so early & hitting snooze for an hour. #annoying #why]",[anger] 
[149668113179361280],"[My blanket smells like sweaty balls #disgusting #bouttothrowup]",[anger] 
[149707454576476160],"[Just saw a Sedin header. My sporting worlds have come together. #bliss #canucks]",[joy] 
[149346044231163905],"[Apparently  @natty_page  think Connecticut starts with a K #embarrassing]",[sadness] 
[146059128350048256],"[Thanking God for getting me past the hardest thing Ive ever had to go through . I feel so much better and utterly #Thankful]",[thankfulness] 
[140257288295424000],"[sitting at a bar by myself #idontevenknow #nervous]",[fear] 
[139470868203048961],"[Peach Ciroc!!!!! Off my cooking flow #thankful]",[thankfulness] 
[147742342663770113],"[My favorite day of the week is Sunday.... #Happy]",[joy] 
[140099138355335169],"[Idę się przebrać . I go to party <3 :D #love]",[love] 
[142058688704811008],"[@justinbieber  ur vid for all i want for xmas is you is so great:) i like that ur songs hav a story in th video #proud]",[joy] 
[143785159081197568],"[Making my Confirmation today. #Nervous.]",[fear] 
[144229443878125570],"[Such a wonderful pleasure to meet the amazing Zoë Alice Mary Lambert on her 11th DAY birthday! Hooray for my bffs Chris & Sophie!   #Love]",[love] 
[141172958793183232],"[Hoje a sessão da tarde é #DirtyDancing ! * - * se eu gosto? assisti a 1000 vezes q passou na tv! rsrs #Love]",[love] 
[136643760716124160],"[I had 3drinks while at the charlie horse, my mom jst called me a lush!!!! Not my fault Im lke 100 % irish !!!!!!!! B) #proud]",[joy] 
[147719190458023936],"[Cant wait for the webcam that is being flewn in from USA! :D plus Christmas presents from friends living in US. #thankful]",[thankfulness] 
[145351876655857666],"[People make me so angry. Can we please show each other just a little respect? #disgusted]",[anger] 
[139777238445993984],"[Sooo excited for  @bigtimerush  to sing the national anthem before the cowboys game!Some of my fav people singing for my fav team <3 #thankful]",[thankfulness] 
[137362972166205443],"[Dont ask a girl for a pic within the first five secs of a convo.. #annoying!!]",[anger] 
[138718358819438592],"[I think Ive seen every episode of Reba... #depressing :(]",[sadness] 
[141218306555265025],"[I wish my back wasnt killin me like it is right now ugh #annoyed]",[anger] 
[142459889854320643],"[this nigga fumbled ..dang.. #hurt]",[sadness] 
[136636742739558400],"[GOT AN IPAD 2 :) #excited]",[joy] 
